state,year,numFires,mainCause,mainSize,mainClass,avePutout,mainVegType
North Dakota,2003,36,Arson,2.25,B,0,15
North Dakota,2004,40,Arson,1,B,0,15
North Dakota,2005,44,Arson,1,B,0,15
North Dakota,2006,45,Arson,1,B,0,15
North Dakota,2007,28,Arson,1.9,B,0,15
North Dakota,2008,30,Arson,1.2,B,0,15
North Dakota,2009,15,Arson,1,B,0,15
North Dakota,2010,16,Arson,1,B,0,15
North Dakota,2011,7,Arson,1,B,0,15
North Dakota,2012,45,Arson,3,B,0,15
North Dakota,2013,18,Arson,1.5,B,0,15
North Dakota,2014,12,Arson,1.5,B,0,15
North Dakota,2015,33,Arson,2,B,0,15
Ohio,1995,2,Arson,4.5,B,0,0
Ohio,1998,2,Arson,2,B,0,0
Ohio,1999,2,Arson,102.5,C,2,0
Ohio,2000,1,Miscellaneous,7.3,B,0,15
Ohio,2001,2,Equipment Use,9,B,0,0
Ohio,2002,4,Arson,2.5,B,7,0
Ohio,2003,4,Arson,20,C,0,0
Ohio,2004,1,Arson,3,B,0,0
Ohio,2005,3,Debris Burning,5,B,0,0
Ohio,2006,8,Campfire,1.5,B,0,0
Ohio,2007,11,Debris Burning,1,B,0,0
Ohio,2008,7,Miscellaneous,2,B,0,0
Ohio,2009,11,Debris Burning,1,B,0,0
Ohio,2010,8,Debris Burning,5.5,B,1,0
Ohio,2012,5,Equipment Use,2,B,0,0
Ohio,2013,15,Debris Burning,2,B,0,0
Ohio,2014,24,Debris Burning,3.5,B,0,0
Ohio,2015,18,Debris Burning,2,B,0,0
Oklahoma,1992,56,Missing/Undefined,8,B,0,16
Oklahoma,1993,87,Missing/Undefined,6,B,0,16
Oklahoma,1994,76,Missing/Undefined,5,B,0,16
Oklahoma,1995,108,Missing/Undefined,7,B,0,16
Oklahoma,1996,112,Missing/Undefined,8,B,0,16
Oklahoma,1997,37,Miscellaneous,5,B,0,15
Oklahoma,1998,48,Miscellaneous,5,B,0,15
Oklahoma,1999,81,Miscellaneous,5,B,0,16
Oklahoma,2000,81,Miscellaneous,5,B,1,16
Oklahoma,2001,78,Miscellaneous,5,B,0,16
Oklahoma,2002,79,Miscellaneous,5,B,0,16
Oklahoma,2003,70,Arson,9.15,B,0,16
Oklahoma,2004,74,Arson,8,B,0,16
Oklahoma,2005,132,Missing/Undefined,15,B,1,15
Oklahoma,2006,156,Missing/Undefined,20,B,1,16
Oklahoma,2007,55,Missing/Undefined,8,B,0,16
Oklahoma,2008,83,Missing/Undefined,8.9,B,0,16
Oklahoma,2009,105,Arson,15,B,1,15
Oklahoma,2010,104,Arson,8.5,B,0,15
Oklahoma,2011,121,Arson,15,B,1,16
Oklahoma,2012,77,Arson,9,B,3,15
Oklahoma,2013,33,Arson,10,B,0,16
Oklahoma,2014,54,Debris Burning,17.3,B,2,0
Oklahoma,2015,56,Arson,17.15,B,1,16
Oregon,1992,33,Lightning,5,B,2,15
Oregon,1993,8,Debris Burning,4,B,0,9
Oregon,1994,50,Lightning,30.25,B,4,9
Oregon,1995,18,Debris Burning,4.75,B,3,9
Oregon,1996,66,Lightning,244.6,G,9,9
Oregon,1997,19,Lightning,3,B,1,9
Oregon,1998,35,Lightning,4,B,2,15
Oregon,1999,53,Lightning,5,B,2,9
Oregon,2000,37,Lightning,140,B,5,15
Oregon,2001,44,Lightning,400,G,7,9
Oregon,2002,54,Lightning,17.95,B,28,9
Oregon,2003,30,Lightning,28.75,B,15,15
Oregon,2004,18,Lightning,2.5,B,7,9
Oregon,2005,26,Lightning,6.3,B,7,15
Oregon,2006,57,Lightning,90,B,9,15
Oregon,2007,44,Lightning,3523,G,15,9
Oregon,2008,35,Lightning,29,B,10,9
Oregon,2009,25,Lightning,30.4,B,17,9
Oregon,2010,21,Lightning,148,B,16,15
Oregon,2011,39,Lightning,3384,G,16,15
Oregon,2012,30,Lightning,5895.5,G,21,15
Oregon,2013,40,Lightning,85.5,G,11,9
Oregon,2014,71,Lightning,3975,G,28,9
Oregon,2015,48,Lightning,3882,G,22,15
Pennsylvania,1992,1,Miscellaneous,1.1,B,0,14
Pennsylvania,1994,1,Lightning,1.5,B,0,15
Pennsylvania,1999,1,Miscellaneous,7.1,B,0,15
Pennsylvania,2002,12,Arson,3,B,0,15
Pennsylvania,2003,12,Debris Burning,4.15,B,0,15
Pennsylvania,2004,3,Debris Burning,3,B,0,15
Pennsylvania,2005,27,Debris Burning,2,B,0,15
Pennsylvania,2006,20,Arson,1.5425,B,0,15
Pennsylvania,2007,7,Arson,1.9,B,0,15
Pennsylvania,2008,14,Debris Burning,2.4,B,0,15
Pennsylvania,2009,21,Debris Burning,2,B,0,15
Pennsylvania,2010,17,Arson,3,B,0,15
Pennsylvania,2011,1,Railroad,11,C,0,15
Pennsylvania,2012,21,Arson,2.5,B,0,15
Pennsylvania,2013,8,Debris Burning,1.625,B,0,15
Pennsylvania,2014,19,Debris Burning,2,B,0,15
Pennsylvania,2015,22,Debris Burning,1.1,B,0,15
Puerto Rico,2003,116,Missing/Undefined,2,B,0,12
Puerto Rico,2004,59,Missing/Undefined,2,B,0,12
Puerto Rico,2005,149,Missing/Undefined,2,B,0,12
Puerto Rico,2006,89,Missing/Undefined,2,B,0,12
Puerto Rico,2007,147,Missing/Undefined,3,B,0,12
Puerto Rico,2008,2,Arson,72.5,C,2,12
Puerto Rico,2009,55,Missing/Undefined,1.5,B,0,12
Puerto Rico,2010,57,Missing/Undefined,2,B,0,12
Puerto Rico,2011,90,Missing/Undefined,2,B,0,12
Puerto Rico,2012,1,Lightning,1,B,0,12
Puerto Rico,2015,1,Missing/Undefined,967,E,0,12
Rhode Island,2005,2,Campfire,2.5,B,0,15
Rhode Island,2006,3,Arson,1,B,0,15
Rhode Island,2007,1,Arson,1,B,0,15
Rhode Island,2008,1,Powerline,1,B,0,15
Rhode Island,2009,1,Arson,0.75,B,0,15
Rhode Island,2011,1,Debris Burning,0.6,B,0,15
Rhode Island,2015,1,Campfire,10.8,C,0,15
South Carolina,1992,170,Missing/Undefined,3,B,0,16
South Carolina,1993,179,Missing/Undefined,3,B,0,16
South Carolina,1994,162,Missing/Undefined,3,B,0,16
South Carolina,1995,117,Missing/Undefined,3,B,0,16
South Carolina,1996,160,Missing/Undefined,3,B,0,16
South Carolina,1997,118,Miscellaneous,3,B,0,16
South Carolina,1998,110,Debris Burning,2.75,B,0,16
South Carolina,1999,182,Arson,2,B,0,16
South Carolina,2000,158,Debris Burning,2,B,0,16
South Carolina,2001,192,Debris Burning,2,B,0,16
South Carolina,2002,153,Debris Burning,4,B,0,16
South Carolina,2003,58,Debris Burning,3,B,0,16
South Carolina,2004,110,Debris Burning,3,B,0,16
South Carolina,2005,100,Debris Burning,3.3,B,0,16
South Carolina,2006,90,Debris Burning,3,B,0,16
South Carolina,2007,149,Debris Burning,2,B,0,16
South Carolina,2008,90,Debris Burning,3,B,0,16
South Carolina,2009,47,Debris Burning,4,B,0,16
South Carolina,2010,69,Debris Burning,2,B,0,16
South Carolina,2011,131,Debris Burning,3,B,0,16
South Carolina,2012,67,Debris Burning,2.3,B,0,16
South Carolina,2013,50,Debris Burning,3,B,0,16
South Carolina,2014,75,Debris Burning,3,B,0,16
South Carolina,2015,43,Debris Burning,2.5,B,0,16
South Dakota,1992,23,Debris Burning,10,B,0,9
South Dakota,1993,10,Debris Burning,1.5,B,0,9
South Dakota,1994,15,Debris Burning,3,B,0,9
South Dakota,1995,15,Debris Burning,3,B,0,9
South Dakota,1996,17,Children,4,B,0,15
South Dakota,1997,8,Lightning,1.2,B,0,9
South Dakota,1998,12,Lightning,1.75,B,0,9
South Dakota,1999,34,Children,7.5,B,0,9
South Dakota,2000,96,Lightning,15,B,1,9
South Dakota,2001,32,Lightning,7.5,B,1,15
South Dakota,2002,46,Children,5,B,1,9
South Dakota,2003,46,Equipment Use,5,B,0,9
South Dakota,2004,18,Debris Burning,2,B,0,15
South Dakota,2005,34,Lightning,3.75,B,1,9
South Dakota,2006,91,Lightning,10,B,0,9
South Dakota,2007,39,Lightning,3,B,0,9
South Dakota,2008,29,Debris Burning,12,B,0,15
South Dakota,2009,24,Debris Burning,15.9,B,0,9
South Dakota,2010,5,Arson,50,C,1,9
South Dakota,2011,46,Miscellaneous,2.535,B,0,9
South Dakota,2012,89,Miscellaneous,5,B,0,9
South Dakota,2013,15,Miscellaneous,6,B,0,15
South Dakota,2014,19,Miscellaneous,5.1,B,0,9
South Dakota,2015,26,Miscellaneous,15,B,1,9
Tennessee,1992,3,Arson,14,C,0,15
Tennessee,1993,3,Arson,10,C,0,15
Tennessee,1994,4,Arson,6.5,B,0,0
Tennessee,1995,2,Arson,20.5,B,2,0
Tennessee,1996,2,Arson,2,B,0,0
Tennessee,1997,61,Arson,2,B,0,15
Tennessee,1998,64,Arson,2.5,B,0,15
Tennessee,1999,119,Arson,4,B,0,15
Tennessee,2000,90,Arson,4.5,B,0,15
Tennessee,2001,86,Arson,4,B,0,15
Tennessee,2002,55,Arson,3.1,B,0,15
Tennessee,2003,2,Arson,151,B,0,15
Tennessee,2004,6,Arson,6.5,B,0,15
Tennessee,2005,76,Debris Burning,3.75,B,0,15
Tennessee,2006,106,Debris Burning,3.25,B,0,15
Tennessee,2007,120,Debris Burning,3,B,0,15
Tennessee,2008,61,Missing/Undefined,4,B,0,15
Tennessee,2009,51,Arson,5,B,0,15
Tennessee,2010,81,Debris Burning,2.8,B,0,15
Tennessee,2011,50,Debris Burning,3,B,0,15
Tennessee,2012,41,Arson,3,B,0,15
Tennessee,2013,23,Debris Burning,2.5,B,0,15
Tennessee,2014,59,Debris Burning,4,B,0,15
Tennessee,2015,25,Arson,4,B,10,15
Texas,1992,64,Debris Burning,4,B,0,12
Texas,1993,70,Debris Burning,6.65,B,0,12
Texas,1994,45,Debris Burning,6,B,1,12
Texas,1995,92,Debris Burning,5,B,0,12
Texas,1996,150,Debris Burning,7,B,0,12
Texas,1997,38,Debris Burning,6.5,B,0,12
Texas,1998,99,Miscellaneous,4,B,0,12
Texas,1999,86,Debris Burning,3,B,0,12
Texas,2000,111,Debris Burning,3,B,0,12
Texas,2001,39,Debris Burning,8,B,0,12
Texas,2002,63,Debris Burning,4,B,0,12
Texas,2003,66,Debris Burning,5.5,B,0,12
Texas,2004,52,Debris Burning,5,B,0,12
Texas,2005,338,Debris Burning,3,B,0,12
Texas,2006,789,Debris Burning,3,B,0,12
Texas,2007,220,Debris Burning,2,B,0,12
Texas,2008,775,Miscellaneous,4,B,0,12
Texas,2009,545,Debris Burning,3,B,0,12
Texas,2010,382,Debris Burning,2.5,B,0,12
Texas,2011,885,Miscellaneous,4,B,1,12
Texas,2012,289,Debris Burning,2,B,0,12
Texas,2013,320,Debris Burning,2,B,0,12
Texas,2014,280,Debris Burning,1.5,B,0,12
Texas,2015,282,Debris Burning,2,B,0,12
Utah,1992,24,Missing/Undefined,10,B,0,15
Utah,1993,13,Lightning,3,B,0,0
Utah,1994,46,Lightning,1804,F,3,0
Utah,1995,36,Lightning,120,B,2,0
Utah,1996,59,Lightning,1000,G,4,0
Utah,1997,19,Missing/Undefined,18,C,2,0
Utah,1998,18,Lightning,1872,G,2,0
Utah,1999,26,Lightning,40,B,2,0
Utah,2000,34,Lightning,1620.5,B,7,0
Utah,2001,32,Missing/Undefined,5,B,6,15
Utah,2002,28,Lightning,11,B,16,0
Utah,2003,16,Missing/Undefined,181,G,16,0
Utah,2004,20,Lightning,145.5,B,12,0
Utah,2005,45,Lightning,165,B,7,0
Utah,2006,57,Lightning,80,B,6,0
Utah,2007,37,Lightning,3342,G,15,0
Utah,2008,17,Lightning,11.4,B,5,0
Utah,2009,26,Lightning,52.5,B,18,0
Utah,2010,18,Miscellaneous,6.3,B,9,0
Utah,2011,17,Lightning,10,B,2,15
Utah,2012,37,Lightning,1630,G,9,0
Utah,2013,14,Lightning,4.65,B,9,0
Utah,2014,12,Lightning,172.75,B,4,14
Utah,2015,2,Lightning,12,B,6,0
Vermont,2012,2,Debris Burning,1.5,B,0,15
Vermont,2013,4,Campfire,2,B,0,9
Vermont,2014,3,Arson,3.5,B,0,15
Vermont,2015,2,Debris Burning,2.125,B,0,15
Virginia,1992,2,Arson,5.35,B,5,0
Virginia,1994,1,Arson,1,B,1,0
Virginia,1995,35,Debris Burning,2,B,0,0
Virginia,1996,24,Debris Burning,2,B,0,0
Virginia,1997,31,Debris Burning,2,B,0,0
Virginia,1998,35,Arson,2,B,2,0
Virginia,1999,52,Debris Burning,3,B,0,0
Virginia,2000,23,Debris Burning,2,B,2,0
Virginia,2001,67,Debris Burning,3,B,0,0
Virginia,2002,43,Arson,2,B,0,0
Virginia,2003,7,Debris Burning,40,C,1,0
Virginia,2004,9,Debris Burning,2,B,0,0
Virginia,2005,27,Debris Burning,2,B,0,0
Virginia,2006,28,Debris Burning,2,B,0,0
Virginia,2007,40,Miscellaneous,3,B,0,0
Virginia,2008,46,Miscellaneous,4.95,B,2,0
Virginia,2009,21,Debris Burning,2,B,0,0
Virginia,2010,32,Arson,4.1,B,0,0
Virginia,2011,22,Debris Burning,3,B,3,0
Virginia,2012,28,Debris Burning,3.5,B,3,0
Virginia,2013,15,Debris Burning,2,B,0,0
Virginia,2014,33,Debris Burning,2,B,0,0
Virginia,2015,20,Debris Burning,3,B,0,0
Washington,1992,27,Debris Burning,3,B,1,15
Washington,1993,11,Miscellaneous,2.5,B,0,15
Washington,1994,35,Lightning,30,B,15,15
Washington,1995,11,Debris Burning,4.5,B,0,15
Washington,1996,25,Debris Burning,9,B,3,15
Washington,1997,15,Lightning,35,B,2,15
Washington,1998,24,Lightning,172.35,B,8,15
Washington,1999,12,Miscellaneous,1,B,3,15
Washington,2000,34,Debris Burning,5,B,2,15
Washington,2001,28,Lightning,3517.5,G,14,15
Washington,2002,35,Miscellaneous,2,B,9,15
Washington,2003,31,Lightning,3,B,13,15
Washington,2004,28,Lightning,2.9,B,10,15
Washington,2005,26,Miscellaneous,8.5,B,4,15
Washington,2006,30,Lightning,9.5,B,20,15
Washington,2007,37,Miscellaneous,108,B,6,15
Washington,2008,24,Debris Burning,6.25,B,11,15
Washington,2009,27,Lightning,5,B,16,15
Washington,2010,20,Lightning,3,B,6,15
Washington,2011,15,Miscellaneous,5.6,B,2,15
Washington,2012,37,Lightning,50,B,15,15
Washington,2013,28,Lightning,10.3,B,20,15
Washington,2014,43,Lightning,72,B,20,15
Washington,2015,55,Lightning,3082,G,38,15
West Virginia,1992,15,Arson,3,B,0,0
West Virginia,1993,26,Arson,6.5,B,0,0
West Virginia,1994,42,Arson,7.5,B,1,0
West Virginia,1995,41,Arson,7,B,1,0
West Virginia,1996,18,Arson,3.5,B,0,0
West Virginia,1997,23,Debris Burning,3,B,0,0
West Virginia,1998,20,Arson,8,B,0,0
West Virginia,1999,80,Arson,13.5,B,1,0
West Virginia,2000,33,Arson,6,B,0,0
West Virginia,2001,50,Arson,6,B,0,0
West Virginia,2002,22,Arson,5,B,0,0
West Virginia,2003,13,Arson,4,B,0,0
West Virginia,2004,21,Debris Burning,3,B,0,0
West Virginia,2005,17,Debris Burning,3,B,0,0
West Virginia,2006,33,Debris Burning,5,B,0,0
West Virginia,2007,19,Arson,9,B,0,0
West Virginia,2008,24,Arson,2,B,0,0
West Virginia,2009,36,Debris Burning,3,B,0,0
West Virginia,2010,18,Debris Burning,5.5,B,0,0
West Virginia,2011,13,Debris Burning,3,B,0,0
West Virginia,2012,24,Debris Burning,8.5,B,0,0
West Virginia,2013,15,Arson,4,B,0,0
West Virginia,2014,18,Debris Burning,4.5,B,0,0
West Virginia,2015,16,Debris Burning,2,B,0,0
Wisconsin,1992,19,Debris Burning,1.9,B,0,9
Wisconsin,1993,13,Miscellaneous,1.8,B,0,15
Wisconsin,1994,35,Debris Burning,2.2,B,0,9
Wisconsin,1995,25,Miscellaneous,1.4,B,0,9
Wisconsin,1996,22,Debris Burning,1.75,B,0,9
Wisconsin,1997,27,Debris Burning,1.2,B,0,15
Wisconsin,1998,25,Debris Burning,1.4,B,0,15
Wisconsin,1999,29,Debris Burning,3.5,B,0,15
Wisconsin,2000,25,Debris Burning,2.2,B,0,9
Wisconsin,2001,20,Debris Burning,1.65,B,0,15
Wisconsin,2002,12,Debris Burning,2.35,B,0,9
Wisconsin,2003,29,Debris Burning,1.3,B,0,9
Wisconsin,2004,27,Debris Burning,1.5,B,0,9
Wisconsin,2005,36,Debris Burning,2,B,0,9
Wisconsin,2006,25,Debris Burning,2.04,B,0,9
Wisconsin,2007,22,Arson,1.665,B,0,15
Wisconsin,2008,4,Debris Burning,1.28,B,0,9
Wisconsin,2009,23,Debris Burning,1.8,B,0,9
Wisconsin,2010,17,Debris Burning,2.6,B,0,15
Wisconsin,2011,10,Debris Burning,1.6,B,0,9
Wisconsin,2012,21,Debris Burning,1.5,B,1,9
Wisconsin,2013,5,Equipment Use,3.1,B,0,9
Wisconsin,2014,11,Debris Burning,2.02,B,0,9
Wisconsin,2015,17,Debris Burning,1.27,B,0,15
Wyoming,1992,16,Missing/Undefined,7.125,B,0,15
Wyoming,1993,5,Missing/Undefined,10,B,0,9
Wyoming,1994,23,Lightning,39,B,4,15
Wyoming,1995,11,Missing/Undefined,5,B,0,9
Wyoming,1996,51,Missing/Undefined,30,B,2,15
Wyoming,1997,5,Lightning,16,C,2,9
Wyoming,1998,2,Debris Burning,18.75,C,0,9
Wyoming,1999,4,Debris Burning,5044,C,0,9
Wyoming,2000,37,Lightning,693,G,15,9
Wyoming,2001,22,Lightning,94,C,19,15
Wyoming,2002,27,Lightning,135,B,15,15
Wyoming,2003,21,Lightning,3055,B,20,15
Wyoming,2004,10,Debris Burning,307,B,0,15
Wyoming,2005,13,Lightning,10,B,4,15
Wyoming,2006,31,Lightning,3235,G,19,9
Wyoming,2007,21,Lightning,40,B,12,9
Wyoming,2008,17,Campfire,4,B,16,15
Wyoming,2009,6,Lightning,4.4,B,9,15
Wyoming,2010,16,Lightning,49.8,B,10,9
Wyoming,2011,33,Lightning,177,B,7,9
Wyoming,2012,61,Lightning,19,B,21,15
Wyoming,2013,20,Lightning,2.25,B,13,15
Wyoming,2014,17,Debris Burning,2,B,1,15
Wyoming,2015,17,Lightning,5,B,1,15